"Aerolínea","Fecha_del_viaje","Origen","Destino","Ruta","Hora_de_salida","Hora_de_llegada","Duración","Total_de_escalas","Información_adicional","Precio (S/)"
"VIVA Air Perú","2024-01-21","TRU","CIX","TRU-CIX","10:30","10:15","0.9","0","Incluye equipaje","212.49"
"LATAM Perú","2024-11-06","LIM","AQP","LIM-AQP","20:15","21:30","1.4","0","Cancelación gratuita","363.37"
"VIVA Air Perú","2024-12-14","LIM","CUZ","LIM-CUZ","11:45","12:15","1.1","0","Incluye equipaje","255.94"
"Sky Airline Perú","2024-11-03","AQP","TCQ","AQP-TCQ","14:30","15:30","1.1","0","WiFi incluido","277.61"
"VIVA Air Perú","2024-12-18","AQP","JUL","AQP-JUL","20:00","21:00","1.1","0","Clase económica","240.69"
"Sky Airline Perú","2024-05-29","LIM","PIU","LIM-PIU","13:30","14:30","1.4","0","Incluye snack","242.83"
"JetSMART Perú","2024-01-10","LIM","TCQ","LIM-TCQ","21:00","22:45","1.9","0","Cancelación gratuita","319.92"
"Sky Airline Perú","2024-09-17","LIM","CUZ","LIM-CUZ","20:00","21:15","1.2","0","Solo equipaje de mano","182.76"
"LATAM Perú","2024-01-21","LIM","PCL","LIM-PCL","20:15","21:30","1.4","0","Solo equipaje de mano","250.64"
"Avianca Perú","2024-09-18","LIM","TCQ","LIM-TCQ","06:45","07:15","1.6","1","Clase business","594"
"Sky Airline Perú","2024-02-28","AQP","TCQ","AQP-TCQ","14:00","14:45","0.9","0","Clase económica","145.74"
"Avianca Perú","2024-11-26","LIM","TPP","LIM-TPP","13:30","14:45","1.3","0","Clase business","536.95"
"VIVA Air Perú","2024-11-28","TRU","PIU","TRU-PIU","13:45","14:00","1.1","0","Clase económica","179.99"
"VIVA Air Perú","2024-02-04","LIM","TPP","LIM-TPP","10:00","11:00","1.2","0","Incluye equipaje","204.91"
"VIVA Air Perú","2024-01-26","LIM","TPP","LIM-TPP","10:45","11:15","1.4","0","Cancelación gratuita","286.63"
"Avianca Perú","2024-02-27","AQP","JUL","AQP-JUL","20:30","20:00","0.9","0","Clase económica","167.95"
"LATAM Perú","2024-01-27","LIM","CIX","LIM-CIX","14:00","15:15","1.1","0","Solo equipaje de mano","212.08"
"JetSMART Perú","2024-12-29","AQP","TCQ","AQP-TCQ","08:00","08:45","0.8","0","Clase business","535.6"
"VIVA Air Perú","2024-09-08","LIM","TCQ","LIM-TCQ","15:45","16:30","1.7","1","Clase económica","191.29"
"LATAM Perú","2024-12-07","LIM","JUL","LIM-JUL","18:00","19:00","1.4","0","Asiento preferente","462.05"
"Avianca Perú","2024-09-20","LIM","TCQ","LIM-TCQ","11:30","12:45","1.6","0","Incluye equipaje","344.76"
"JetSMART Perú","2024-10-21","TRU","CIX","TRU-CIX","09:30","09:15","0.9","0","Incluye equipaje","120"
"Avianca Perú","2024-07-20","CUZ","JUL","CUZ-JUL","08:30","08:00","0.8","0","WiFi incluido","309.82"
"Sky Airline Perú","2024-08-01","AQP","TCQ","AQP-TCQ","09:15","10:00","1","0","Incluye snack","209.21"
"Avianca Perú","2024-09-22","AQP","TCQ","AQP-TCQ","13:00","13:00","0.9","0","WiFi incluido","283.34"
"Sky Airline Perú","2024-10-13","LIM","PCL","LIM-PCL","05:30","06:45","1","0","Clase económica","224.01"
"JetSMART Perú","2024-02-23","LIM","CIX","LIM-CIX","09:45","10:00","1","0","Incluye equipaje","260.2"
"Sky Airline Perú","2024-05-19","AQP","JUL","AQP-JUL","20:00","20:00","0.8","0","Incluye snack","183.52"
"Sky Airline Perú","2024-03-02","LIM","PIU","LIM-PIU","18:00","19:15","1.5","0","WiFi incluido","275.82"
"Avianca Perú","2024-07-03","LIM","JUL","LIM-JUL","20:30","21:15","1.4","0","WiFi incluido","398.17"
"JetSMART Perú","2024-12-08","LIM","PCL","LIM-PCL","20:15","21:45","1.2","0","Clase business","600.95"
"LATAM Perú","2024-02-17","LIM","PIU","LIM-PIU","05:15","06:45","1.4","0","Incluye equipaje","296.81"
"VIVA Air Perú","2024-02-22","LIM","CIX","LIM-CIX","07:45","08:15","1.3","0","Clase económica","148.54"
"Avianca Perú","2024-11-24","LIM","CUZ","LIM-CUZ","21:15","22:00","1.2","0","Asiento preferente","309.88"
"Sky Airline Perú","2024-04-07","LIM","IQT","LIM-IQT","16:30","18:30","2","0","Solo equipaje de mano","282.81"
"LATAM Perú","2024-09-14","CUZ","JUL","CUZ-JUL","20:45","20:00","0.9","0","WiFi incluido","277.4"
"Avianca Perú","2024-11-22","LIM","CUZ","LIM-CUZ","12:00","13:45","1.3","1","Incluye equipaje","274.71"
"Sky Airline Perú","2024-07-14","LIM","TPP","LIM-TPP","19:30","20:45","1.4","0","Incluye snack","367.59"
"VIVA Air Perú","2024-12-19","LIM","CUZ","LIM-CUZ","09:15","10:45","1.3","0","Clase business","488.77"
"LATAM Perú","2024-02-27","AQP","JUL","AQP-JUL","08:00","08:15","0.8","0","Clase económica","183.13"
"VIVA Air Perú","2024-03-11","AQP","JUL","AQP-JUL","21:00","21:45","0.9","0","Clase económica","120"
"LATAM Perú","2024-09-28","TRU","PIU","TRU-PIU","13:15","13:30","0.9","0","WiFi incluido","336.22"
"JetSMART Perú","2024-08-16","TRU","CIX","TRU-CIX","17:45","17:15","0.8","0","Asiento preferente","263.87"
"VIVA Air Perú","2024-12-22","CUZ","AQP","CUZ-AQP","10:45","10:15","0.9","0","Incluye equipaje","210.76"
"LATAM Perú","2024-08-31","LIM","PIU","LIM-PIU","12:00","13:45","1.5","0","WiFi incluido","414.73"
"JetSMART Perú","2024-05-30","TRU","CIX","TRU-CIX","09:45","09:30","0.9","0","Clase económica","161.27"
"Sky Airline Perú","2024-12-15","TRU","CIX","TRU-CIX","10:45","10:00","0.8","1","Incluye equipaje","302.59"
"LATAM Perú","2024-10-15","LIM","AQP","LIM-AQP","16:30","17:15","1.4","0","Clase business","602.88"
"VIVA Air Perú","2024-12-04","LIM","JUL","LIM-JUL","13:30","14:45","1.4","0","WiFi incluido","274.15"
"JetSMART Perú","2024-10-24","LIM","PCL","LIM-PCL","09:00","10:00","1.2","0","Clase business","430.65"
"VIVA Air Perú","2024-05-05","TRU","CIX","TRU-CIX","06:00","06:30","0.7","0","Cancelación gratuita","221.94"
"Avianca Perú","2024-02-08","AQP","JUL","AQP-JUL","14:30","14:30","0.9","0","WiFi incluido","240.06"
"Avianca Perú","2024-11-22","LIM","IQT","LIM-IQT","12:00","13:15","1.8","0","Cancelación gratuita","469.17"
"LATAM Perú","2024-08-14","AQP","JUL","AQP-JUL","21:00","22:30","1","0","Clase económica","188"
"VIVA Air Perú","2024-03-04","LIM","JUL","LIM-JUL","10:00","11:45","1.4","0","Solo equipaje de mano","143.58"
"JetSMART Perú","2024-08-07","LIM","IQT","LIM-IQT","06:45","07:00","1.9","0","Clase económica","208.71"
"JetSMART Perú","2024-06-16","LIM","CIX","LIM-CIX","16:15","17:15","1.3","1","Solo equipaje de mano","181.76"
"JetSMART Perú","2024-06-23","LIM","TCQ","LIM-TCQ","10:45","11:30","1.7","0","Solo equipaje de mano","224.97"
"VIVA Air Perú","2024-06-21","LIM","TCQ","LIM-TCQ","20:45","21:30","1.6","0","Asiento preferente","278.49"
"Avianca Perú","2024-10-08","LIM","TPP","LIM-TPP","20:45","21:45","1.4","0","Clase business","570.6"
"Avianca Perú","2024-06-17","LIM","TPP","LIM-TPP","17:00","18:00","1.3","0","Solo equipaje de mano","217.83"
"LATAM Perú","2024-08-27","LIM","PCL","LIM-PCL","19:00","20:30","1.1","0","WiFi incluido","278.64"
"LATAM Perú","2024-02-24","LIM","TRU","LIM-TRU","16:30","17:15","1","0","Asiento preferente","361.74"
"Sky Airline Perú","2024-03-23","LIM","PCL","LIM-PCL","14:45","15:30","1.2","0","Incluye equipaje","277.91"
"LATAM Perú","2024-12-11","LIM","IQT","LIM-IQT","09:30","10:45","1.9","0","Cancelación gratuita","468.15"
"LATAM Perú","2024-01-07","LIM","TCQ","LIM-TCQ","14:30","15:00","1.5","0","WiFi incluido","385.24"
"JetSMART Perú","2024-08-14","AQP","TCQ","AQP-TCQ","07:15","07:30","0.8","0","Solo equipaje de mano","144.03"
"VIVA Air Perú","2024-11-18","LIM","CIX","LIM-CIX","21:00","22:30","1.1","0","Incluye equipaje","198.52"
"LATAM Perú","2024-03-11","CUZ","AQP","CUZ-AQP","20:30","21:15","1.1","0","WiFi incluido","267.61"
"LATAM Perú","2024-07-19","LIM","PCL","LIM-PCL","05:15","06:00","1.1","0","Cancelación gratuita","438.28"
"Sky Airline Perú","2024-08-15","TRU","PIU","TRU-PIU","13:15","13:45","0.9","0","Incluye snack","206.87"
"Avianca Perú","2024-01-16","CUZ","JUL","CUZ-JUL","18:45","18:45","0.9","0","Incluye snack","232.27"
"Sky Airline Perú","2024-04-30","AQP","TCQ","AQP-TCQ","06:30","06:30","0.9","0","Asiento preferente","213.22"
"Avianca Perú","2024-10-04","LIM","PCL","LIM-PCL","07:30","08:30","1.2","0","Solo equipaje de mano","216.43"
"Avianca Perú","2024-05-08","LIM","CUZ","LIM-CUZ","10:00","11:30","1.2","0","Asiento preferente","280.13"
"VIVA Air Perú","2024-10-14","LIM","TPP","LIM-TPP","12:30","13:15","1.3","0","Asiento preferente","185.43"
"JetSMART Perú","2024-08-26","TRU","CIX","TRU-CIX","07:15","07:15","0.8","0","Solo equipaje de mano","151.06"
"VIVA Air Perú","2024-06-17","LIM","PCL","LIM-PCL","12:45","13:15","1.2","0","Clase business","391.52"
"JetSMART Perú","2024-03-27","LIM","CIX","LIM-CIX","11:45","12:15","1.3","0","Cancelación gratuita","227.75"
"Sky Airline Perú","2024-04-19","LIM","PIU","LIM-PIU","11:00","12:30","1.5","0","Clase business","551.98"
"Sky Airline Perú","2024-09-28","LIM","TCQ","LIM-TCQ","14:45","15:30","1.4","0","Solo equipaje de mano","218.67"
"Sky Airline Perú","2024-11-28","LIM","TPP","LIM-TPP","10:45","11:30","1.4","0","Solo equipaje de mano","193.29"
"LATAM Perú","2024-05-18","LIM","IQT","LIM-IQT","16:00","17:15","1.9","0","WiFi incluido","425.91"
"JetSMART Perú","2024-10-03","LIM","PCL","LIM-PCL","05:00","06:15","1.1","0","Clase business","419.16"
"Sky Airline Perú","2024-11-29","LIM","TRU","LIM-TRU","09:00","10:00","1","0","Clase business","537.08"
"JetSMART Perú","2024-05-20","TRU","CIX","TRU-CIX","13:45","13:45","0.6","0","Solo equipaje de mano","130.72"
"JetSMART Perú","2024-05-28","AQP","JUL","AQP-JUL","20:15","20:30","0.9","0","WiFi incluido","193.9"
"JetSMART Perú","2024-12-20","LIM","CIX","LIM-CIX","12:15","13:45","1.3","0","Incluye equipaje","272.77"
"Avianca Perú","2024-08-16","LIM","TRU","LIM-TRU","19:00","20:45","1.2","0","Cancelación gratuita","365.11"
"Sky Airline Perú","2024-04-02","LIM","PIU","LIM-PIU","10:00","11:00","1.5","0","Clase business","483.47"
"VIVA Air Perú","2024-11-11","TRU","CIX","TRU-CIX","05:45","05:15","0.9","0","Incluye snack","174.26"
"Avianca Perú","2024-08-19","TRU","PIU","TRU-PIU","20:00","20:30","0.8","0","Solo equipaje de mano","185.92"
"Sky Airline Perú","2024-10-23","TRU","CIX","TRU-CIX","10:45","10:30","0.7","0","Clase económica","168.66"
"JetSMART Perú","2024-02-26","CUZ","JUL","CUZ-JUL","14:30","14:45","0.9","0","Incluye snack","167.08"
"VIVA Air Perú","2024-05-10","LIM","CIX","LIM-CIX","17:15","18:15","1.1","0","Incluye snack","218.88"
"LATAM Perú","2024-01-07","LIM","IQT","LIM-IQT","13:00","14:45","1.9","0","Asiento preferente","449.58"
"LATAM Perú","2024-10-02","LIM","CIX","LIM-CIX","05:30","06:15","1.1","0","Asiento preferente","269.7"
"LATAM Perú","2024-10-20","LIM","TCQ","LIM-TCQ","05:00","06:00","1.7","0","Clase económica","313.13"
"JetSMART Perú","2024-03-01","LIM","IQT","LIM-IQT","10:45","11:30","1.9","0","Incluye equipaje","243.3"
"Avianca Perú","2024-04-27","LIM","PIU","LIM-PIU","06:15","07:45","1.5","0","Asiento preferente","385"
"VIVA Air Perú","2024-05-23","TRU","CIX","TRU-CIX","11:00","11:30","0.8","1","Incluye equipaje","153.53"
"Avianca Perú","2024-11-30","LIM","CUZ","LIM-CUZ","18:00","19:30","1.1","0","Incluye equipaje","274.65"
"VIVA Air Perú","2024-07-24","AQP","JUL","AQP-JUL","07:00","08:00","1","0","Clase business","456.02"
"Sky Airline Perú","2024-07-19","LIM","IQT","LIM-IQT","15:15","16:30","1.9","0","Clase económica","324.96"
"Avianca Perú","2024-03-23","LIM","PCL","LIM-PCL","18:00","19:00","1.2","0","Incluye equipaje","246.3"
"LATAM Perú","2024-01-22","LIM","TCQ","LIM-TCQ","09:45","10:30","1.6","0","Asiento preferente","318.84"
"VIVA Air Perú","2024-04-06","LIM","CUZ","LIM-CUZ","08:45","09:00","1.2","0","Incluye snack","239.56"
"LATAM Perú","2024-01-24","LIM","AQP","LIM-AQP","05:30","06:30","1.2","0","Incluye equipaje","269.72"
"JetSMART Perú","2024-06-17","LIM","CIX","LIM-CIX","14:00","15:15","1.1","1","WiFi incluido","210.82"
"Sky Airline Perú","2024-06-30","LIM","IQT","LIM-IQT","14:15","15:30","1.8","0","Asiento preferente","331.8"
"VIVA Air Perú","2024-01-21","LIM","PCL","LIM-PCL","05:15","06:15","1.2","0","Clase business","475.91"
"VIVA Air Perú","2024-07-09","LIM","TRU","LIM-TRU","08:45","09:00","1.2","0","Solo equipaje de mano","194.44"
"LATAM Perú","2024-11-11","LIM","JUL","LIM-JUL","20:00","21:45","1.4","0","Solo equipaje de mano","217.99"
"LATAM Perú","2024-10-24","AQP","TCQ","AQP-TCQ","13:45","13:30","0.9","0","Cancelación gratuita","268.67"
"Avianca Perú","2024-08-09","LIM","AQP","LIM-AQP","17:15","18:30","1.3","1","WiFi incluido","336.11"
"VIVA Air Perú","2024-06-05","LIM","IQT","LIM-IQT","12:45","13:45","1.8","0","WiFi incluido","245.84"
"JetSMART Perú","2024-09-30","CUZ","AQP","CUZ-AQP","09:30","10:15","1","0","Clase económica","131.01"
"LATAM Perú","2024-09-16","LIM","TCQ","LIM-TCQ","07:45","08:30","1.4","0","Incluye equipaje","287.97"
"JetSMART Perú","2024-03-30","LIM","CIX","LIM-CIX","09:15","10:00","1.2","0","WiFi incluido","259.47"
"Avianca Perú","2024-04-12","LIM","JUL","LIM-JUL","09:00","10:15","1.4","0","Clase business","672.57"
"LATAM Perú","2024-03-09","LIM","CIX","LIM-CIX","05:15","06:00","1.3","0","Clase económica","283.94"
"Avianca Perú","2024-10-01","LIM","TCQ","LIM-TCQ","18:00","19:15","1.6","1","Cancelación gratuita","352.75"
"LATAM Perú","2024-02-25","AQP","TCQ","AQP-TCQ","09:00","09:15","0.9","0","WiFi incluido","307.63"
"VIVA Air Perú","2024-01-17","LIM","PIU","LIM-PIU","08:15","09:30","1.4","0","Cancelación gratuita","250.76"
"VIVA Air Perú","2024-11-09","AQP","JUL","AQP-JUL","15:15","15:45","0.9","0","Asiento preferente","216.46"
"VIVA Air Perú","2024-08-12","LIM","CUZ","LIM-CUZ","05:45","06:45","1.2","0","Clase económica","120.71"
"VIVA Air Perú","2024-10-07","TRU","CIX","TRU-CIX","05:00","05:00","0.8","0","Incluye snack","143.66"
"LATAM Perú","2024-07-16","LIM","TPP","LIM-TPP","16:45","17:00","1.5","0","Solo equipaje de mano","287.72"
"Sky Airline Perú","2024-02-11","LIM","TCQ","LIM-TCQ","08:00","09:45","1.5","0","Cancelación gratuita","350.76"
"JetSMART Perú","2024-02-16","LIM","IQT","LIM-IQT","18:00","19:45","1.8","0","Clase económica","250.73"
"Avianca Perú","2024-12-08","LIM","IQT","LIM-IQT","12:00","13:00","1.8","0","Solo equipaje de mano","384.08"
"VIVA Air Perú","2024-06-17","LIM","PCL","LIM-PCL","18:30","19:45","1.2","0","Clase económica","154.4"
"Avianca Perú","2024-02-13","AQP","TCQ","AQP-TCQ","10:45","10:15","0.9","0","WiFi incluido","241.05"
"LATAM Perú","2024-05-09","LIM","IQT","LIM-IQT","10:15","12:15","2.1","0","Clase económica","293.7"
"LATAM Perú","2024-07-27","AQP","TCQ","AQP-TCQ","18:30","18:00","0.9","0","Solo equipaje de mano","245.15"
"LATAM Perú","2024-04-21","LIM","TPP","LIM-TPP","11:45","12:15","1.4","0","Clase business","671.8"
"JetSMART Perú","2024-05-28","LIM","AQP","LIM-AQP","17:00","18:00","1.4","0","Clase business","464.11"
"Avianca Perú","2024-12-23","LIM","JUL","LIM-JUL","07:00","08:30","1.6","0","Incluye equipaje","356.87"
"LATAM Perú","2024-03-08","LIM","CIX","LIM-CIX","05:45","06:45","1.2","0","Asiento preferente","355.07"
"LATAM Perú","2024-08-06","LIM","IQT","LIM-IQT","09:30","10:00","1.8","0","Asiento preferente","376.41"
"Sky Airline Perú","2024-08-14","LIM","CUZ","LIM-CUZ","21:30","22:00","1.1","0","Clase económica","199.77"
"VIVA Air Perú","2024-04-01","LIM","PIU","LIM-PIU","06:45","07:00","1.6","0","Asiento preferente","242.23"
"JetSMART Perú","2024-10-15","LIM","JUL","LIM-JUL","21:45","22:30","1.3","0","WiFi incluido","197.15"
"JetSMART Perú","2024-04-23","TRU","CIX","TRU-CIX","13:45","13:45","0.8","0","WiFi incluido","210.2"
"Avianca Perú","2024-12-30","LIM","IQT","LIM-IQT","11:45","12:45","1.8","0","WiFi incluido","402.28"
"LATAM Perú","2024-06-22","LIM","PCL","LIM-PCL","16:30","17:45","1.1","0","Cancelación gratuita","359.82"
"Sky Airline Perú","2024-12-24","CUZ","JUL","CUZ-JUL","10:45","10:45","0.7","0","Incluye snack","227.09"
"Sky Airline Perú","2024-02-06","LIM","TRU","LIM-TRU","10:45","11:00","1","0","Cancelación gratuita","237.95"
"VIVA Air Perú","2024-08-17","TRU","CIX","TRU-CIX","15:45","16:45","1.1","0","Solo equipaje de mano","163.74"
"LATAM Perú","2024-08-18","TRU","PIU","TRU-PIU","07:00","08:15","1.1","0","Asiento preferente","359.65"
"LATAM Perú","2024-10-23","CUZ","JUL","CUZ-JUL","08:00","08:45","0.8","1","Clase business","461.1"
"VIVA Air Perú","2024-05-23","LIM","CUZ","LIM-CUZ","08:00","09:30","1","0","Solo equipaje de mano","145.62"
"LATAM Perú","2024-05-08","AQP","JUL","AQP-JUL","21:00","21:45","0.8","0","Asiento preferente","252.94"
"LATAM Perú","2024-01-19","AQP","TCQ","AQP-TCQ","14:15","14:30","0.7","0","Solo equipaje de mano","207.33"
"JetSMART Perú","2024-06-19","AQP","JUL","AQP-JUL","19:30","19:15","0.8","0","Clase business","355.29"
"Avianca Perú","2024-05-29","CUZ","JUL","CUZ-JUL","17:15","17:45","0.9","0","WiFi incluido","221.31"
"Sky Airline Perú","2024-10-04","TRU","CIX","TRU-CIX","12:00","12:15","0.8","0","Incluye snack","212.81"
"LATAM Perú","2024-03-22","LIM","TCQ","LIM-TCQ","18:45","19:15","1.8","1","Incluye equipaje","364.71"
"Avianca Perú","2024-08-01","LIM","JUL","LIM-JUL","10:45","11:15","1.3","0","Asiento preferente","296.64"
"Sky Airline Perú","2024-05-21","TRU","PIU","TRU-PIU","13:00","14:45","1.1","0","Incluye snack","205.37"
"VIVA Air Perú","2024-06-03","LIM","JUL","LIM-JUL","09:45","10:30","1.2","0","Solo equipaje de mano","144.84"
"Sky Airline Perú","2024-12-16","AQP","TCQ","AQP-TCQ","11:45","11:00","0.9","0","Cancelación gratuita","296.45"
"JetSMART Perú","2024-01-31","CUZ","JUL","CUZ-JUL","09:00","09:45","0.8","0","Incluye snack","221.74"
"VIVA Air Perú","2024-12-21","CUZ","JUL","CUZ-JUL","15:30","15:15","0.7","0","Clase business","499.09"
"Sky Airline Perú","2024-10-05","LIM","CUZ","LIM-CUZ","15:00","16:30","1.3","0","Solo equipaje de mano","191.41"
"JetSMART Perú","2024-11-13","LIM","JUL","LIM-JUL","13:30","14:00","1.4","0","Incluye snack","203.99"
"LATAM Perú","2024-09-27","LIM","AQP","LIM-AQP","05:00","06:15","1.4","0","Incluye snack","373.34"
"LATAM Perú","2024-01-12","LIM","IQT","LIM-IQT","12:45","13:30","1.8","0","Clase económica","331.49"
"VIVA Air Perú","2024-06-05","LIM","JUL","LIM-JUL","14:45","15:00","1.2","0","Incluye snack","177.94"
"Sky Airline Perú","2024-05-28","LIM","CUZ","LIM-CUZ","11:00","12:15","1.3","0","Asiento preferente","248.23"
"Sky Airline Perú","2024-05-04","LIM","JUL","LIM-JUL","16:45","17:45","1.5","0","Solo equipaje de mano","216.72"
"VIVA Air Perú","2024-11-25","LIM","JUL","LIM-JUL","21:15","22:30","1.4","0","Asiento preferente","201.29"
"Avianca Perú","2024-04-12","LIM","AQP","LIM-AQP","14:45","15:00","1.4","0","Cancelación gratuita","379.89"
"Avianca Perú","2024-11-09","AQP","JUL","AQP-JUL","08:45","08:15","0.8","0","Asiento preferente","247.88"
"JetSMART Perú","2024-01-24","LIM","TPP","LIM-TPP","21:00","22:45","1.5","0","Asiento preferente","239.25"
"Sky Airline Perú","2024-04-05","AQP","JUL","AQP-JUL","21:15","21:45","0.9","0","Asiento preferente","257.44"
"VIVA Air Perú","2024-05-30","AQP","TCQ","AQP-TCQ","18:00","18:15","0.8","0","Asiento preferente","159.28"
"JetSMART Perú","2024-12-27","LIM","CIX","LIM-CIX","19:30","20:00","1.1","0","WiFi incluido","303.47"
"LATAM Perú","2024-10-20","LIM","JUL","LIM-JUL","09:15","10:00","1.6","0","Incluye equipaje","358.09"
"VIVA Air Perú","2024-10-06","LIM","AQP","LIM-AQP","07:15","08:15","1.2","0","Clase business","529.72"
"LATAM Perú","2024-04-26","LIM","CUZ","LIM-CUZ","16:15","17:45","1.1","0","Clase económica","251.13"
"Avianca Perú","2024-05-24","LIM","TCQ","LIM-TCQ","14:00","15:30","1.6","0","Asiento preferente","417.89"
"LATAM Perú","2024-06-28","LIM","AQP","LIM-AQP","19:15","20:45","1.4","0","Cancelación gratuita","415.9"
"Avianca Perú","2024-06-08","AQP","JUL","AQP-JUL","13:45","13:00","0.9","0","Incluye equipaje","238.63"
"LATAM Perú","2024-09-28","LIM","TPP","LIM-TPP","16:00","17:45","1.4","0","Asiento preferente","396.84"
"Sky Airline Perú","2024-09-21","LIM","TCQ","LIM-TCQ","11:00","12:00","1.4","0","Incluye equipaje","303.33"
"JetSMART Perú","2024-09-18","LIM","PIU","LIM-PIU","08:00","09:45","1.6","0","WiFi incluido","273.7"
"VIVA Air Perú","2024-01-25","AQP","JUL","AQP-JUL","19:15","19:45","0.9","0","Clase business","376.33"
"JetSMART Perú","2024-10-21","AQP","TCQ","AQP-TCQ","18:00","19:45","1","0","WiFi incluido","204.12"
"Avianca Perú","2024-09-30","LIM","AQP","LIM-AQP","21:15","22:45","1.4","0","Incluye equipaje","255.3"
"JetSMART Perú","2024-11-16","LIM","AQP","LIM-AQP","09:45","10:15","1.2","0","Clase business","535.08"
"VIVA Air Perú","2024-01-28","LIM","IQT","LIM-IQT","10:00","11:45","1.9","0","WiFi incluido","328.18"
"VIVA Air Perú","2024-09-04","LIM","AQP","LIM-AQP","17:00","18:00","1.4","0","WiFi incluido","214.3"
"LATAM Perú","2024-07-14","LIM","TPP","LIM-TPP","16:45","17:15","1.4","0","Solo equipaje de mano","368.1"
"Avianca Perú","2024-12-05","AQP","JUL","AQP-JUL","06:45","06:15","0.8","0","Asiento preferente","299.69"
"LATAM Perú","2024-10-08","LIM","AQP","LIM-AQP","20:30","21:45","1.4","0","Asiento preferente","341.43"
